OG0001365	(amphioxus_XP_035696244:0.650492,(((((chicken_ENSGALP00010026034 --- 6|27:0.0249646,zebra_finch_ENSTGUP00000003875:0.0267427):0.039388,((opossum_ENSMODP00000020813 --- 10|27:0.0342313,(dog_ENSCAFP00845039257 --- 10|27:0.103279,((human_ENSP00000482156:1e-06,human_ENSP00000262305 --- 10|27:1e-06):0.0521671,mouse_ENSMUSP00000113521:0.105337):0.0335469):0.144803):0.0252084,green_anole_ENSACAP00000002607:0.265171):0.023788):0.0916685,(spotted_gar_ENSLOCP00000003849 --- 6|27:0.0936092,((medaka_ENSORLP00000032913:0.0599478,(stickleback_ENSGACP00000011186:0.112916,pufferfish_ENSTNIP00000015789:0.150238):0.0339883):0.158197,(zebrafish_ENSDARP00000149009:1e-06,zebrafish_ENSDARP00000153769:0.0246219):0.256962):0.0785424):0.119993):0.0387472,elephant_shark_ENSCMIP00000019084:0.380102):0.442359,((((((chicken_ENSGALP00010044211 --- 6|29:0.0421598,turkey_ENSMGAP00000008366 --- 6|29:0.10836):0.119122,zebra_finch_ENSTGUP00000026735:0.151603):0.00747626,green_anole_ENSACAP00000031113:0.139135):0.0326038,(((dog_ENSCAFP00845019848:0.0285423,human_ENSP00000482620 --- 6|29:0.0174741):0.00908563,mouse_ENSMUSP00000017783:0.0414282):0.0877385,opossum_ENSMODP00000023985:0.070351):0.0713569):0.0481108,((((medaka_ENSORLP00000004431:0.126118,stickleback_ENSGACP00000025702:0.0715751):0.0269948,pufferfish_ENSTNIP00000005818:0.111634):0.0623363,((zebrafish_ENSDARP00000132572:0.00474304,zebrafish_ENSDARP00000147868:0.00712177):0.00224682,zebrafish_ENSDARP00000144782:0.00250333):0.255888):0.0974862,(spotted_gar_ENSLOCP00000017027 --- 6|29:0.0574126,(zebrafish_ENSDARP00000108296:0.0600185,((medaka_ENSORLP00000021353:0.160961,pufferfish_ENSTNIP00000016995:0.101993):0.019029,stickleback_ENSGACP00000007047:0.0649601):0.137788):0.102455):0.0316638):0.087255):0.0722179,elephant_shark_ENSCMIP00000004232:0.0726474):0.251649)wgd:0.650492);
OG0002192	(amphioxus_XP_035694061:0.477311,(((((((chicken_ENSGALP00010023058 --- 13|1:1e-06,turkey_ENSMGAP00000031635 --- 13|1:0.00830072):0.0236637,zebra_finch_ENSTGUP00000037636:0.0934662):0.0893193,(((dog_ENSCAFP00845043431 --- 14|1:0.010158,human_ENSP00000377890 --- 14|1:0.0104224):0.0160096,mouse_ENSMUSP00000110564:0.0446452):0.0620357,opossum_ENSMODP00000059700 --- 14|1:0.119021):0.0311336):0.0270491,green_anole_ENSACAP00000030749:0.204501):0.0964605,(((medaka_ENSORLP00000043039:0.0483634,((stickleback_ENSGACP00000023130:0.012328,stickleback_ENSGACP00000023136:1.36019):0.0556709,pufferfish_ENSTNIP00000018819:0.360765):0.0246288):0.116626,spotted_gar_ENSLOCP00000018908 --- 13|1:0.0738306):0.0131668,((zebrafish_ENSDARP00000079099:2.1164e-06,zebrafish_ENSDARP00000153912:0.0469945):0.00150519,zebrafish_ENSDARP00000155092:0.0468871):0.0720495):0.151415):0.0514536,elephant_shark_ENSCMIP00000008818:0.151248):0.0908927,(((((((chicken_ENSGALP00010004726 --- 13|0:2.1183e-06,turkey_ENSMGAP00000015884 --- 13|0:0.408071):2.6939e-06,turkey_ENSMGAP00000028091 --- 13|0:0.580668):0.00346545,zebra_finch_ENSTGUP00000012724:0.00243288):0.0175416,green_anole_ENSACAP00000002115:0.109022):0.0119009,(opossum_ENSMODP00000018618 --- 11|0:0.025751,((dog_ENSCAFP00845013854 --- 11|0:0.0129338,human_ENSP00000509229 --- 13|0:0.00870259):0.00824472,mouse_ENSMUSP00000154512:0.00663695):0.0338462):0.0167628):0.121431,(spotted_gar_ENSLOCP00000006848 --- 13|0:0.0781479,(zebrafish_ENSDARP00000127845:0.0714944,(medaka_ENSORLP00000017834:0.14247,(pufferfish_ENSTNIP00000022588:0.284471,stickleback_ENSGACP00000000342:0.281613):0.059084):0.152745):0.092165):0.126572):0.0836671,elephant_shark_ENSCMIP00000012535:0.195051):0.127272)wgd:0.477311);
OG0001424	(amphioxus_XP_035700031:0.249943,(((((((((chicken_ENSGALP00010016564 --- 1|30:1e-06,turkey_ENSMGAP00000028827 --- 1|30:0.324637):1e-06,turkey_ENSMGAP00000007701 --- 1|30:0.0170856):0.0113559,zebra_finch_ENSTGUP00000024596:0.00299522):0.0113956,opossum_ENSMODP00000056502:0.0246539):0.0111556,green_anole_ENSACAP00000005752:0.0336836):0.0086256,(((dog_ENSCAFP00845023790 --- 16|42:0.00604478,mouse_ENSMUSP00000046788:0.0173973):0.00109821,human_ENSP00000305699 --- 0|15:0.00178783):0.0083498,opossum_ENSMODP00000012604:0.0474232):0.0083424):0.0437272,(spotted_gar_ENSLOCP00000003859 --- 1|30:0.0341613,((medaka_ENSORLP00000040660:0.0424451,(pufferfish_ENSTNIP00000006090:0.0747835,stickleback_ENSGACP00000023316:0.0755957):0.0208545):0.0739894,zebrafish_ENSDARP00000152982:0.246941):0.022461):0.0432695):0.048758,elephant_shark_ENSCMIP00000038649:0.0760881):0.104338,(((((((chicken_ENSGALP00010039746 --- 4|10:0.00263726,turkey_ENSMGAP00000012130 --- 4|10:0.071945):0.0423202,zebra_finch_ENSTGUP00000010021:0.0523655):0.0786612,green_anole_ENSACAP00000007070:0.101524):0.0334803,(((dog_ENSCAFP00845008387 --- 4|10:0.0171758,human_ENSP00000360252 --- 4|10:0.0219487):0.00993829,mouse_ENSMUSP00000030306:0.0467815):0.0336857,opossum_ENSMODP00000058012 --- 4|10:0.0777885):0.0489012):0.188088,(((medaka_ENSORLP00000037944:0.084093,(pufferfish_ENSTNIP00000013793:0.130805,stickleback_ENSGACP00000019210:0.142518):0.0276349):0.0914209,zebrafish_ENSDARP00000063051:0.106923):0.0512686,spotted_gar_ENSLOCP00000010916 --- 4|10:0.0691726):0.112465):0.0344343,elephant_shark_ENSCMIP00000047435:0.311203):0.181916,(((((dog_ENSCAFP00845022470 --- 4|13:0.0347766,(human_ENSP00000380785 --- 4|13:0.0408438,mouse_ENSMUSP00000067752:0.121945):0.0114298):0.101226,opossum_ENSMODP00000008628 --- 15|7:0.163437):0.250201,green_anole_ENSACAP00000003380:0.165509):0.0995346,((medaka_ENSORLP00000019519:0.0752651,stickleback_ENSGACP00000008802:0.170649):0.0985488,spotted_gar_ENSLOCP00000009632 --- 4|13:0.132638):0.0922109):0.101642,elephant_shark_ENSCMIP00000027755:0.198727):0.216388)wgd:0.101962)wgd:0.249943);
OG0001293	(amphioxus_XP_035692378:0.584842,(((((((((chicken_ENSGALP00010023299 --- 12|2:0.00188621,turkey_ENSMGAP00000009956 --- 12|2:0.0446543):0.00976223,zebra_finch_ENSTGUP00000010912:0.00549887):0.0244119,green_anole_ENSACAP00000003925:0.0557538):0.00989348,((dog_ENSCAFP00845027124 --- 12|2:1e-06,(human_ENSP00000350170 --- 12|2:0.00189209,opossum_ENSMODP00000026620 --- 12|2:0.0369065):0.00184801):0.00132944,mouse_ENSMUSP00000001620:0.00835251):0.0242342):0.008758,pufferfish_ENSTNIP00000009608:3.23538):0.0794971,(spotted_gar_ENSLOCP00000000652 --- 12|2:0.0830598,(zebrafish_ENSDARP00000124192:0.182938,((medaka_ENSORLP00000014777:0.118763,stickleback_ENSGACP00000008025:0.0956222):0.0254662,pufferfish_ENSTNIP00000006390:0.158064):0.154329):0.0522552):0.0386462):0.0201494,elephant_shark_ENSCMIP00000032834:0.153723):0.0801423,((((dog_ENSCAFP00845032957:0.0843228,human_ENSP00000250113:0.00782369):0.00497465,mouse_ENSMUSP00000159533:0.011828):0.05,opossum_ENSMODP00000008904 --- 12|29:0.0473499):0.248676,((medaka_ENSORLP00000014502:0.0685535,(stickleback_ENSGACP00000026406:0.0561371,pufferfish_ENSTNIP00000007786:0.17281):0.029191):0.0439808,(zebrafish_ENSDARP00000004667:1e-06,zebrafish_ENSDARP00000146728:0.0409008):0.105238):0.177275):0.115514):0.114461,(((((((chicken_ENSGALP00010022892 --- 13|1:1e-06,turkey_ENSMGAP00000020668 --- 13|1:0.119443):0.00596843,green_anole_ENSACAP00000039600:0.0461741):0.00675642,zebra_finch_ENSTGUP00000037101:0.0182743):0.0138815,opossum_ENSMODP00000050145 --- 14|1:0.0336455):0.0219673,((dog_ENSCAFP00845028666 --- 14|1:0.00625239,mouse_ENSMUSP00000110303:0.0270103):0.00180326,human_ENSP00000359506 --- 14|1:0.0145878):0.0430206):0.118015,(spotted_gar_ENSLOCP00000018950 --- 13|1:0.0600982,(zebrafish_ENSDARP00000104665:0.120341,((medaka_ENSORLP00000011409:0.0461153,stickleback_ENSGACP00000024785:0.0680494):0.0471884,(pufferfish_ENSTNIP00000004589:0.00590192,pufferfish_ENSTNIP00000013019:1e-06):0.397097):0.102626):0.0806307):0.143279):0.0922589,elephant_shark_ENSCMIP00000029860:0.166194):0.269116)wgd:0.584842);
OG0003740	(amphioxus_XP_035672704:0.728794,((((((chicken_ENSGALP00010026749 --- 16|43:0.046968,turkey_ENSMGAP00000010636 --- 16|43:0.0576133):0.113256,zebra_finch_ENSTGUP00000010423:0.311623):0.251107,green_anole_ENSACAP00000040890:0.585025):0.0680768,(((dog_ENSCAFP00845026223 --- 16|43:0.0132785,human_ENSP00000238961 --- 16|43:0.0329524):0.0146978,mouse_ENSMUSP00000093758:0.0651246):0.224168,opossum_ENSMODP00000015050 --- 2|31:0.332423):0.145836):0.332481,(elephant_shark_ENSCMIP00000000232:0.528222,((((medaka_ENSORLP00000039419:0.138997,pufferfish_ENSTNIP00000011525:0.418113):0.137369,stickleback_ENSGACP00000010212:0.104862):0.512178,zebrafish_ENSDARP00000118459:0.352808):0.197959,spotted_gar_ENSLOCP00000015570 --- 16|43:0.408802):0.395651):0.0488648):0.311827,((((dog_ENSCAFP00845031024 --- 16|42:0.132103,(human_ENSP00000429896 --- 16|42:0.165131,mouse_ENSMUSP00000132846:0.179921):0.0432173):0.154172,opossum_ENSMODP00000040124 --- 15|8:0.587088):0.402657,(green_anole_ENSACAP00000022011:0.488091,(chicken_ENSGALP00010029178 --- 16|45:0.697829,turkey_ENSMGAP00000018953:0.930001):0.688295):0.165383):0.180972,spotted_gar_ENSLOCP00000019202 --- 16|45:0.856213):0.351336)wgd:0.728794);
OG0003344	(amphioxus_XP_035662583:0.458557,((((((chicken_ENSGALP00010042947 --- 1|32:0.0189142,turkey_ENSMGAP00000000129 --- 1|32:0.0069705):0.105635,zebra_finch_ENSTGUP00000017685:0.130373):0.0443672,(((dog_ENSCAFP00845026241 --- 1|32:0.00475022,(human_ENSP00000355167 --- 1|32:0.0312181,mouse_ENSMUSP00000029754:0.133477):0.0183368):0.0523243,opossum_ENSMODP00000023456 --- 1|32:0.0916338):0.078035,green_anole_ENSACAP00000008501:0.265112):0.017866):0.129693,(spotted_gar_ENSLOCP00000009562 --- 1|32:0.317769,((medaka_ENSORLP00000043139:0.276831,(pufferfish_ENSTNIP00000008921:0.213031,stickleback_ENSGACP00000017850:0.201499):0.0185953):0.181849,zebrafish_ENSDARP00000058887:0.333535):0.175671):0.172294):0.0660187,(((chicken_ENSGALP00010000248 --- 10|38:0.0320115,turkey_ENSMGAP00000009886 --- 10|38:0.0378709):0.0854083,zebra_finch_ENSTGUP00000024369:0.244388):0.158483,(((dog_ENSCAFP00845043182 --- 10|38:0.0271216,human_ENSP00000336984 --- 10|38:0.106007):0.0131165,mouse_ENSMUSP00000105574:0.145484):0.192644,opossum_ENSMODP00000047485 --- 10|38:0.136835):0.155199):0.280402)wgd:0.142989,(elephant_shark_ENSCMIP00000022936:0.333263,(((medaka_ENSORLP00000013190:0.250061,stickleback_ENSGACP00000021345:0.0886463):0.0561565,pufferfish_ENSTNIP00000009748:0.215734):0.146755,(zebrafish_ENSDARP00000053866:0.429888,spotted_gar_ENSLOCP00000007284 --- 4|10:0.29645):0.0179679):0.278142):0.16294):0.458557);
OG0001442	(amphioxus_XP_035660121:0.289946,((((((((chicken_ENSGALP00010005146 --- 15|7:0.00220635,turkey_ENSMGAP00000029648 --- 15|7:0.0857658):0.00640654,zebra_finch_ENSTGUP00000034850:0.0131185):0.0370504,green_anole_ENSACAP00000014714:0.0445811):0.0250266,((((dog_ENSCAFP00845036372 --- 15|7:0.0126957,human_ENSP00000262213 --- 15|7:0.0353277):0.00398149,((dog_ENSCAFP00845040895 --- 16|42:0.125665,(human_ENSP00000309402 --- 16|42:0.0557943,mouse_ENSMUSP00000062635:0.264305):0.0722486):0.211357,opossum_ENSMODP00000046062 --- 15|7:0.702366):0.0195457):0.00975287,mouse_ENSMUSP00000027068:0.0458455):0.0424661,opossum_ENSMODP00000009077 --- 15|7:0.0303534):0.0320746):0.105268,((((medaka_ENSORLP00000010141:0.0460583,pufferfish_ENSTNIP00000011018:0.0489987):0.0125059,stickleback_ENSGACP00000003691:0.239085):0.0487631,(zebrafish_ENSDARP00000022511:1e-06,zebrafish_ENSDARP00000155896:1e-06):0.0844091):0.0210404,spotted_gar_ENSLOCP00000004856 --- 15|7:0.0885913):0.113022):0.100682,elephant_shark_ENSCMIP00000003183:0.273664):0.0754965,(elephant_shark_ENSCMIP00000037411:0.0454163,((((medaka_ENSORLP00000015117:0.0247756,(pufferfish_ENSTNIP00000015573:0.061895,stickleback_ENSGACP00000020069:0.0528622):0.0135646):0.0406644,zebrafish_ENSDARP00000026457:0.0841166):0.0647256,spotted_gar_ENSLOCP00000004740 --- 15|8:0.0438649):0.0739699,green_anole_ENSACAP00000041352:0.19153):0.030349):0.144027):0.0948045,((((((dog_ENSCAFP00845012833 --- 15|5:0.0119515,mouse_ENSMUSP00000047992:0.0966086):0.000608292,human_ENSP00000182527 --- 15|5:0.0226676):0.0704252,opossum_ENSMODP00000023469 --- 7|20:0.0368413):0.0630318,green_anole_ENSACAP00000004984:0.0847531):0.0133046,(zebra_finch_ENSTGUP00000013674:0.0194375,turkey_ENSMGAP00000028396 --- 15|5:0.128916):0.0803667):0.111597,((((medaka_ENSORLP00000016255:0.0689825,stickleback_ENSGACP00000012315:0.0725123):0.0168757,pufferfish_ENSTNIP00000015266:0.0597524):0.0266694,zebrafish_ENSDARP00000043937:0.151821):0.0583477,spotted_gar_ENSLOCP00000000971:0.1639):0.162204):0.311588)wgd:0.289946);
OG0001727	(amphioxus_XP_035669058:1.29988,(((((chicken_ENSGALP00010027165 --- 7|20:1e-06,zebra_finch_ENSTGUP00000006219:0.0535295):1e-06,turkey_ENSMGAP00000025649 --- 7|20:0.112143):0.0156926,(((opossum_ENSMODP00000007807 --- 7|20:0.0311436,((spotted_gar_ENSLOCP00000020772 --- 8|20:0.0519874,(zebrafish_ENSDARP00000131304:0.0872715,medaka_ENSORLP00000003803:0.545317):0.154661):0.0890653,elephant_shark_ENSCMIP00000044604:0.148826):0.127568):0.0155289,((dog_ENSCAFP00845039295 --- 7|20:0.0161895,mouse_ENSMUSP00000105560:0.0255539):0.0145067,human_ENSP00000366058 --- 7|20:0.0303165):0.0843467):0.0189542,green_anole_ENSACAP00000001419:0.167753):0.0143429):0.396598,(((((chicken_ENSGALP00010008862 --- 7|21:1e-06,turkey_ENSMGAP00000013350 --- 7|21:0.00542937):0.0356868,zebra_finch_ENSTGUP00000031327:0.0283034):0.0990583,green_anole_ENSACAP00000016191:0.05747):0.0342376,(opossum_ENSMODP00000032577 --- 7|21:0.266246,((dog_ENSCAFP00845020083 --- 7|21:0.00381772,dog_ENSCAFP00845034676:0.0432015):0.0450166,(human_ENSP00000331474 --- 7|21:0.0392501,mouse_ENSMUSP00000093206:0.078397):0.0489929):0.305204):0.149259):0.132381,((spotted_gar_ENSLOCP00000013318 --- 7|21:2.0952e-06,elephant_shark_ENSCMIP00000025610:0.665966):0.0272244,(((zebrafish_ENSDARP00000127179:1e-06,zebrafish_ENSDARP00000144868:1e-06):0.0700266,stickleback_ENSGACP00000017080:0.141262):0.0534979,(medaka_ENSORLP00000020886:0.0860569,(stickleback_ENSGACP00000007775:0.0779279,pufferfish_ENSTNIP00000020570:0.12027):0.00829622):0.265506):0.0634343):0.136251):0.424373)wgd:0.522736,((green_anole_ENSACAP00000003681:0.219432,(human_ENSP00000375859 --- 7|22:0.182226,mouse_ENSMUSP00000078407:0.227168):1.2228):0.114433,(((medaka_ENSORLP00000001200:0.0440073,stickleback_ENSGACP00000017165:0.0781537):0.0306984,zebrafish_ENSDARP00000114077:0.0401807):0.199881,spotted_gar_ENSLOCP00000017516 --- 12|22:0.151744):0.506358):0.359274)wgd:1.29988);
OG0003167	(amphioxus_XP_035666040:0.409274,((((((chicken_ENSGALP00010011898 --- 1|30:0.0262956,zebra_finch_ENSTGUP00000003165:0.0943163):0.0571652,green_anole_ENSACAP00000019026:0.0872928):0.0180968,(((dog_ENSCAFP00845007383 --- 1|30:0.0163348,human_ENSP00000349592 --- 1|30:0.0174547):0.00519035,mouse_ENSMUSP00000022040:0.0516766):0.0393829,opossum_ENSMODP00000010196 --- 1|30:0.0679454):0.0596087):0.0795118,((((medaka_ENSORLP00000006702:0.118754,stickleback_ENSGACP00000010138:0.0467899):0.00816338,pufferfish_ENSTNIP00000000060:0.12864):0.112522,zebrafish_ENSDARP00000131912:0.18527):0.084802,spotted_gar_ENSLOCP00000002749 --- 1|30:0.0805361):0.0664117):0.0467203,elephant_shark_ENSCMIP00000008496:0.133692):0.226156,(((((chicken_ENSGALP00010029051 --- 1|31:0.0178967,turkey_ENSMGAP00000026737 --- 1|31:0.0220078):0.0606486,zebra_finch_ENSTGUP00000008651:0.104837):0.198316,((dog_ENSCAFP00845004723 --- 1|31:0.0931699,(human_ENSP00000490608 --- 1|31:0.0758922,mouse_ENSMUSP00000119721:0.152923):0.0209439):0.125145,opossum_ENSMODP00000024458 --- 2|31:0.15243):0.131147):0.156311,(spotted_gar_ENSLOCP00000017868 --- 1|31:0.194633,(zebrafish_ENSDARP00000135812:0.213478,stickleback_ENSGACP00000002636:0.370915):0.0759574):0.321364):0.0518476,elephant_shark_ENSCMIP00000025676:0.530304):0.336479)wgd:0.409274);
OG0003490	(amphioxus_XP_035668586:0.444898,((((chicken_ENSGALP00010029415 --- 16|43:0.0123937,turkey_ENSMGAP00000007706 --- 16|43:0.00719656):0.0602074,zebra_finch_ENSTGUP00000007986:0.0456361):0.138698,(spotted_gar_ENSLOCP00000013950 --- 16|43:0.155687,elephant_shark_ENSCMIP00000001539:0.236228):0.0550838):0.130155,((((((((dog_ENSCAFP00845022851 --- 16|42:0.101799,mouse_ENSMUSP00000031822:0.132493):0.0110049,mouse_ENSMUSP00000031239:0.879104):0.0189483,human_ENSP00000237612 --- 16|42:0.0643506):0.0602741,opossum_ENSMODP00000025920 --- 16|42:0.131649):0.200677,zebra_finch_ENSTGUP00000002279:0.173843):0.0447597,green_anole_ENSACAP00000012647:0.126535):0.0756495,elephant_shark_ENSCMIP00000038993:0.432282):0.0908199,((((medaka_ENSORLP00000008769:0.122628,(pufferfish_ENSTNIP00000013982:0.116929,stickleback_ENSGACP00000022891:0.140317):0.0248028):0.0592224,zebrafish_ENSDARP00000024285:0.290329):0.0868027,((medaka_ENSORLP00000003411:0.129569,(stickleback_ENSGACP00000024574:0.104459,pufferfish_ENSTNIP00000010621:0.578444):0.0397772):0.100987,zebrafish_ENSDARP00000140421:0.142043):0.0803661):0.0321077,spotted_gar_ENSLOCP00000016575 --- 16|42:0.151774):0.192134):0.0990419)wgd:0.444898);
